Date,High,Low,Open,Close,Volume,Adj Close,3MA,5MA
2014-01-02,27100.0,26040.0,26960.0,26180.0,31025000.0,21757.806640625,,
2014-01-03,26220.0,25740.0,26000.0,25920.0,26496600.0,21541.71875,,
2014-01-06,26400.0,25920.0,26060.0,26140.0,19735800.0,21724.55859375,26080.0,
2014-01-07,26360.0,25900.0,26000.0,26080.0,19763200.0,21674.697265625,26046.666666666668,
2014-01-08,26080.0,25740.0,26000.0,25820.0,20474650.0,21458.615234375,26013.333333333332,26028.0
2014-01-09,26140.0,25500.0,26140.0,25500.0,21250950.0,21192.673828125,25800.0,25892.0
2014-01-10,25720.0,25440.0,25500.0,25440.0,18189150.0,21142.802734375,25586.666666666668,25796.0
2014-01-13,25940.0,25460.0,25660.0,25900.0,16449350.0,21525.1015625,25613.333333333332,25748.0
2014-01-14,26600.0,25800.0,25940.0,26260.0,14716650.0,21824.2890625,25866.666666666668,25784.0
2014-01-15,26620.0,25960.0,26600.0,25980.0,11747450.0,21591.5859375,26046.666666666668,25816.0
2014-01-16,26200.0,25860.0,26000.0,26020.0,9752450.0,21624.828125,26086.666666666668,25920.0
2014-01-17,26300.0,25840.0,26020.0,25840.0,12774250.0,21475.23828125,25946.666666666668,26000.0
2014-01-20,26380.0,25920.0,26100.0,26320.0,8682800.0,21874.158203125,26060.0,26084.0
2014-01-21,26540.0,26220.0,26300.0,26480.0,7562300.0,22007.12890625,26213.333333333332,26128.0
2014-01-22,26560.0,26240.0,26280.0,26560.0,10826500.0,22073.619140625,26453.333333333332,26244.0
2014-01-23,26440.0,25980.0,26320.0,25980.0,10336950.0,21591.5859375,26340.0,26236.0
2014-01-24,26360.0,25820.0,26000.0,26140.0,14001750.0,21724.55859375,26226.666666666668,26296.0
2014-01-27,26080.0,25700.0,25860.0,25840.0,13346300.0,21475.23828125,25986.666666666668,26200.0
2014-01-28,25860.0,25460.0,25460.0,25660.0,11701350.0,21325.640625,25880.0,26036.0
2014-01-29,25760.0,25540.0,25600.0,25600.0,19181850.0,21275.77734375,25700.0,25844.0
2014-02-03,25760.0,25420.0,25720.0,25440.0,16259200.0,21142.802734375,25566.666666666668,25736.0
2014-02-04,25260.0,24980.0,25260.0,24980.0,16033000.0,20760.5078125,25340.0,25504.0
