Date,High,Low,Open,Close,Volume,Adj Close,3MA,5MA
2014-01-02,148400.0,144800.0,147800.0,145000.0,550045.0,143261.578125,,
2014-01-03,145000.0,138800.0,145000.0,139800.0,1102345.0,138123.921875,,
2014-01-06,142600.0,138200.0,141000.0,139800.0,929130.0,138123.921875,141533.33333333334,
2014-01-07,141600.0,139800.0,140200.0,140000.0,721165.0,138321.5,139866.66666666666,
2014-01-08,145400.0,137200.0,142800.0,140000.0,1141940.0,138321.5,139933.33333333334,140920.0
2014-01-09,139600.0,134200.0,139000.0,134200.0,1069900.0,132591.0625,138066.66666666666,138760.0
2014-01-10,138400.0,132400.0,132400.0,138000.0,990805.0,136345.46875,137400.0,138400.0
2014-01-13,140200.0,132800.0,139000.0,134000.0,948620.0,132393.46875,135400.0,137240.0
2014-01-14,137200.0,132400.0,133600.0,133400.0,981955.0,131800.640625,135133.33333333334,135920.0
2014-01-15,139000.0,133400.0,134800.0,138600.0,787795.0,136938.3125,135333.33333333334,135640.0
2014-01-16,144200.0,140200.0,140800.0,144000.0,809200.0,142273.5625,138666.66666666666,137600.0
2014-01-17,144200.0,141600.0,144000.0,143000.0,469025.0,141285.546875,141866.66666666666,138600.0
2014-01-20,145600.0,142800.0,143000.0,143400.0,367725.0,141680.75,143466.66666666666,140480.0
2014-01-21,143200.0,139600.0,143200.0,140000.0,555645.0,138321.5,142133.33333333334,141800.0
2014-01-22,141000.0,138600.0,140000.0,140800.0,592930.0,139111.90625,141400.0,142240.0
2014-01-23,141800.0,139000.0,140800.0,140000.0,313850.0,138321.5,140266.66666666666,141440.0
2014-01-24,140800.0,135000.0,140800.0,135800.0,1689515.0,134171.84375,138866.66666666666,140000.0
2014-01-27,133800.0,128600.0,130200.0,131800.0,1422640.0,130219.8125,135866.66666666666,137680.0
2014-01-28,135600.0,131600.0,132000.0,135400.0,557485.0,133776.671875,134333.33333333334,136760.0
2014-01-29,137200.0,134400.0,136000.0,135000.0,686520.0,133381.4375,134066.66666666666,135600.0
2014-02-03,138400.0,135000.0,136400.0,135200.0,838625.0,133579.046875,135200.0,134640.0
2014-02-04,134600.0,131600.0,132000.0,133200.0,678670.0,131603.046875,134466.66666666666,134120.0
2014-02-05,138200.0,134000.0,134800.0,137800.0,761545.0,136147.890625,135400.0,135320.0
2014-02-06,151800.0,143400.0,144000.0,147800.0,2140360.0,146028.0,139600.0,137800.0
2014-02-07,151000.0,146200.0,150200.0,150200.0,934755.0,148399.21875,145266.66666666666,140840.0
2014-02-10,150600.0,146800.0,149800.0,146800.0,662740.0,145040.0,148266.66666666666,143160.0
2014-02-11,149400.0,146400.0,147600.0,147400.0,493230.0,145632.8125,148133.33333333334,146000.0
2014-02-12,149000.0,146200.0,148600.0,148200.0,343325.0,146423.21875,147466.66666666666,148080.0
2014-02-13,149600.0,146200.0,148200.0,149600.0,486735.0,147806.421875,148400.0,148440.0
2014-02-14,151200.0,148400.0,149600.0,150000.0,521545.0,148201.609375,149266.66666666666,148400.0
2014-02-17,153400.0,149400.0,151600.0,149800.0,489580.0,148004.03125,149800.0,149000.0
2014-02-18,151000.0,148400.0,150600.0,150400.0,260170.0,148596.8125,150066.66666666666,149600.0
2014-02-19,151400.0,148200.0,150400.0,150000.0,374990.0,148201.609375,150066.66666666666,149960.0
2014-02-20,146400.0,137400.0,143600.0,137800.0,3448010.0,136147.890625,146066.66666666666,147600.0
2014-02-21,143800.0,137400.0,137600.0,141000.0,2414515.0,139309.546875,142933.33333333334,145800.0
2014-02-24,142800.0,135000.0,142600.0,136800.0,1308045.0,135159.890625,138533.33333333334,143200.0
2014-02-25,148800.0,137000.0,138400.0,147000.0,2407530.0,145237.609375,141600.0,142520.0
2014-02-26,152000.0,148600.0,150400.0,152000.0,1767605.0,150177.65625,145266.66666666666,142920.0
2014-02-27,159800.0,149600.0,152000.0,158400.0,1395030.0,156500.90625,152466.66666666666,147040.0
2014-02-28,164000.0,159600.0,160800.0,163400.0,1432420.0,161440.96875,157933.33333333334,151520.0
2014-03-03,165400.0,158800.0,162000.0,162600.0,1331990.0,160650.53125,161466.66666666666,156680.0
2014-03-04,165200.0,161400.0,161600.0,164400.0,470745.0,162429.0,163466.66666666666,160160.0
